date,values
2015-10-29,176.46426391601562
2015-10-30,175.7036590576172
2015-11-02,177.78240966796875
2015-11-03,178.2978973388672
2015-11-04,177.75706481933594
2015-11-05,177.5796356201172
2015-11-06,177.4866943359375
2015-11-09,175.8304901123047
2015-11-10,176.23605346679688
2015-11-11,175.54318237304688
2015-11-12,173.0926513671875
2015-11-13,171.14907836914062
2015-11-16,173.75169372558594
2015-11-17,173.62501525878906
2015-11-18,176.3796844482422
2015-11-19,176.2276153564453
2015-11-20,176.8698272705078
2015-11-23,176.6670379638672
2015-11-24,176.9036407470703
2015-11-25,176.87831115722656
2015-11-26,176.87831115722656
2015-11-27,177.0811004638672
2015-11-30,176.3459014892578
2015-12-01,178.0274658203125
2015-12-02,176.21075439453125
2015-12-03,173.7432403564453
2015-12-04,177.13180541992188
2015-12-07,176.0586700439453
2015-12-08,174.87559509277344
2015-12-09,173.51510620117188
2015-12-10,173.96295166015625
2015-12-11,170.59141540527344
2015-12-14,171.45326232910156
2015-12-15,173.25314331054688
2015-12-16,175.7882080078125
2015-12-17,173.10955810546875
2015-12-18,170.0255889892578
2015-12-21,171.42816162109375
2015-12-22,172.9836883544922
2015-12-23,175.1257781982422
2015-12-24,174.83685302734375
2015-12-25,174.83685302734375
2015-12-28,174.43727111816406
2015-12-29,176.2989044189453
2015-12-30,175.04925537109375
2015-12-31,173.2982177734375
2016-01-01,173.2982177734375
2016-01-04,170.87559509277344
2016-01-05,171.16458129882812
2016-01-06,169.00552368164062
2016-01-07,164.95083618164062
2016-01-08,163.1401824951172
2016-01-11,163.3017578125
2016-01-12,164.61929321289062
2016-01-13,160.51361083984375
2016-01-14,163.14871215820312
2016-01-15,159.64654541015625
2016-01-18,159.64654541015625
2016-01-19,159.85910034179688
2016-01-20,157.8104248046875
2016-01-21,158.69451904296875
2016-01-22,161.9501495361328
2016-01-25,159.50201416015625
2016-01-26,161.6781005859375
2016-01-27,159.91859436035156
2016-01-28,160.75155639648438
2016-01-29,164.67030334472656
2016-02-01,164.61082458496094
2016-02-02,161.64410400390625
2016-02-03,162.6132049560547
2016-02-04,162.86822509765625
2016-02-05,159.7655792236328
2016-02-08,157.6149444580078
2016-02-09,157.62344360351562
2016-02-10,157.48744201660156
2016-02-11,155.43881225585938
2016-02-12,158.64349365234375
2016-02-15,158.64349365234375
2016-02-16,161.32113647460938
2016-02-17,163.9562225341797
2016-02-18,163.2847442626953
2016-02-19,163.20823669433594
2016-02-22,165.57135009765625
2016-02-23,163.48020935058594
2016-02-24,164.22825622558594
2016-02-25,166.21737670898438
2016-02-26,165.83480834960938
2016-02-29,164.5342559814453
2016-03-01,168.40200805664062
2016-03-02,169.1584930419922
2016-03-03,169.82150268554688
2016-03-04,170.37408447265625
2016-03-07,170.5100860595703
2016-03-08,168.64849853515625
2016-03-09,169.4815216064453
2016-03-10,169.61749267578125
2016-03-11,172.3546905517578
2016-03-14,172.13365173339844
2016-03-15,171.85313415527344
2016-03-16,172.8477020263672
2016-03-17,173.9442901611328
2016-03-18,174.62783813476562
2016-03-21,174.8755645751953
2016-03-22,174.78158569335938
2016-03-23,173.62814331054688
2016-03-24,173.55117797851562
2016-03-25,173.55117797851562
2016-03-28,173.65377807617188
2016-03-29,175.2600555419922
2016-03-30,176.02902221679688
2016-03-31,175.60186767578125
2016-04-01,176.79800415039062
2016-04-04,176.22557067871094
2016-04-05,174.46548461914062
2016-04-06,176.37086486816406
2016-04-07,174.26043701171875
2016-04-08,174.7303466796875
2016-04-11,174.3201904296875
2016-04-12,175.94357299804688
2016-04-13,177.72080993652344
2016-04-14,177.7293243408203
2016-04-15,177.53282165527344
2016-04-18,178.78033447265625
2016-04-19,179.34420776367188
2016-04-20,179.51512145996094
2016-04-21,178.5496368408203
2016-04-22,178.5496368408203
2016-04-25,178.24200439453125
2016-04-26,178.50685119628906
2016-04-27,178.87428283691406
2016-04-28,177.25086975097656
2016-04-29,176.29393005371094
2016-05-02,177.69522094726562
2016-05-03,176.14865112304688
2016-05-04,175.1660614013672
2016-05-05,175.1318817138672
2016-05-06,175.7727508544922
2016-05-09,175.91796875
2016-05-10,178.1053009033203
2016-05-11,176.43917846679688
2016-05-12,176.49046325683594
2016-05-13,174.95249938964844
2016-05-16,176.67843627929688
2016-05-17,175.02940368652344
2016-05-18,175.08065795898438
2016-05-19,174.47396850585938
2016-05-20,175.57618713378906
2016-05-23,175.33697509765625
2016-05-24,177.6097869873047
2016-05-25,178.81448364257812
2016-05-26,178.86578369140625
2016-05-27,179.63478088378906
2016-05-30,179.63478088378906
2016-05-31,179.29296875
2016-06-01,179.66038513183594
2016-06-02,180.20724487304688
2016-06-03,179.66891479492188
2016-06-06,180.5832061767578
2016-06-07,180.86512756347656
2016-06-08,181.4546661376953
2016-06-09,181.20687866210938
2016-06-10,179.48947143554688
2016-06-13,178.1053009033203
2016-06-14,177.75502014160156
2016-06-15,177.50723266601562
2016-06-16,178.03692626953125
2016-06-17,177.3739471435547
2016-06-20,178.5161895751953
2016-06-21,179.02297973632812
2016-06-22,178.7309112548828
2016-06-23,181.0584716796875
2016-06-24,174.55686950683594
2016-06-27,171.4305419921875
2016-06-28,174.5224609375
2016-06-29,177.4941864013672
2016-06-30,179.91619873046875
2016-07-01,180.29405212402344
2016-07-04,180.29405212402344
2016-07-05,178.99722290039062
2016-07-06,180.07078552246094
2016-07-07,179.95913696289062
2016-07-08,182.6387939453125
2016-07-11,183.2829132080078
2016-07-12,184.6142120361328
2016-07-13,184.58840942382812
2016-07-14,185.6190948486328
2016-07-15,185.36996459960938
2016-07-18,185.86814880371094
2016-07-19,185.67916870117188
2016-07-20,186.45216369628906
2016-07-21,185.7479248046875
2016-07-22,186.5810089111328
2016-07-25,186.07431030273438
2016-07-26,186.16015625
2016-07-27,185.96267700195312
2016-07-28,186.17733764648438
2016-07-29,186.47793579101562
2016-08-01,186.32333374023438
2016-08-02,185.12954711914062
2016-08-03,185.67054748535156
2016-08-04,185.86814880371094
2016-08-05,187.3883056640625
2016-08-08,187.27671813964844
2016-08-09,187.3883056640625
2016-08-10,186.924560546875
2016-08-11,187.7919921875
2016-08-12,187.62884521484375
2016-08-15,188.169921875
2016-08-16,187.1993865966797
2016-08-17,187.55154418945312
2016-08-18,187.97232055664062
2016-08-19,187.69747924804688
2016-08-22,187.68894958496094
2016-08-23,188.06687927246094
2016-08-24,187.1049346923828
2016-08-25,186.97605895996094
2016-08-26,186.6239471435547
2016-08-29,187.54293823242188
2016-08-30,187.23373413085938
2016-08-31,186.7012939453125
2016-09-01,186.70980834960938
2016-09-02,187.55154418945312
2016-09-05,187.55154418945312
2016-09-06,188.118408203125
2016-09-07,188.10116577148438
2016-09-08,187.67173767089844
2016-09-09,183.1798553466797
2016-09-12,185.80804443359375
2016-09-13,183.1369171142578
2016-09-14,183.0681915283203
2016-09-15,184.89759826660156
2016-09-16,184.18287658691406
2016-09-19,184.21739196777344
2016-09-20,184.22604370117188
2016-09-21,186.29776000976562
2016-09-22,187.47171020507812
2016-09-23,186.44447326660156
2016-09-26,184.933837890625
2016-09-27,186.08193969726562
2016-09-28,187.00559997558594
2016-09-29,185.3136444091797
2016-09-30,186.71209716796875
2016-10-03,186.26321411132812
2016-10-04,185.3136444091797
2016-10-05,186.1337890625
2016-10-06,186.26321411132812
2016-10-07,185.6244354248047
2016-10-10,186.59124755859375
2016-10-11,184.2346649169922
2016-10-12,184.47637939453125
2016-10-13,183.87208557128906
2016-10-14,183.9670867919922
2016-10-17,183.3282928466797
2016-10-18,184.47637939453125
2016-10-19,184.9683837890625
2016-10-20,184.6230926513672
2016-10-21,184.70944213867188
2016-10-24,185.49496459960938
2016-10-25,184.8734588623047
2016-10-26,184.50225830078125
2016-10-27,184.01026916503906
2016-10-28,183.46636962890625
2016-10-31,183.4750213623047
2016-11-01,182.1456756591797
2016-11-02,181.04946899414062
2016-11-03,180.22073364257812
2016-11-04,180.02220153808594
2016-11-07,183.99293518066406
2016-11-08,184.82162475585938
2016-11-09,186.78114318847656
2016-11-10,187.24729919433594
2016-11-11,186.815673828125
2016-11-14,186.9624481201172
2016-11-15,188.4212188720703
2016-11-16,188.0673065185547
2016-11-17,189.0341033935547
2016-11-18,188.61114501953125
2016-11-21,190.03543090820312
2016-11-22,190.40660095214844
2016-11-23,190.5102081298828
2016-11-24,190.5102081298828
2016-11-25,191.21800231933594
2016-11-28,190.3202667236328
2016-11-29,190.69146728515625
2016-11-30,190.23394775390625
2016-12-01,189.53472900390625
2016-12-02,189.62969970703125
2016-12-05,190.76914978027344
2016-12-06,191.37339782714844
2016-12-07,193.87672424316406
2016-12-08,194.3514404296875
2016-12-09,195.5254364013672
2016-12-12,195.3009796142578
2016-12-13,196.6044158935547
2016-12-14,194.9816436767578
2016-12-15,195.78440856933594
2016-12-16,195.40145874023438
2016-12-19,195.8269500732422
2016-12-20,196.5823516845703
2016-12-21,196.0353240966797
2016-12-22,195.6967315673828
2016-12-23,195.98324584960938
2016-12-26,195.98324584960938
2016-12-27,196.4695281982422
2016-12-28,194.84579467773438
2016-12-29,194.80235290527344
2016-12-30,194.0904083251953
2017-01-02,194.0904083251953
2017-01-03,195.5751190185547
2017-01-04,196.7386932373047
2017-01-05,196.5823516845703
2017-01-06,197.28573608398438
2017-01-09,196.63450622558594
2017-01-10,196.63450622558594
2017-01-11,197.19020080566406
2017-01-12,196.69522094726562
2017-01-13,197.146728515625
2017-01-16,197.146728515625
2017-01-17,196.4521026611328
2017-01-18,196.88629150390625
2017-01-19,196.15692138671875
2017-01-20,196.87757873535156
2017-01-23,196.3653106689453
2017-01-24,197.6243438720703
2017-01-25,199.33486938476562
2017-01-26,199.12644958496094
2017-01-27,198.81390380859375
2017-01-30,197.58087158203125
2017-01-31,197.56353759765625
2017-02-01,197.6416473388672
2017-02-02,197.77191162109375
2017-02-03,199.1351776123047
2017-02-06,198.77914428710938
2017-02-07,198.787841796875
2017-02-08,199.0482940673828
2017-02-09,200.22927856445312
2017-02-10,201.01934814453125
2017-02-13,202.11343383789062
2017-02-14,202.9209747314453
2017-02-15,203.9803009033203
2017-02-16,203.80661010742188
2017-02-17,204.12786865234375
2017-02-20,204.12786865234375
2017-02-21,205.3434600830078
2017-02-22,205.16110229492188
2017-02-23,205.300048828125
2017-02-24,205.56053161621094
2017-02-27,205.8818359375
2017-02-28,205.32611083984375
2017-03-01,208.20021057128906
2017-03-02,206.8890380859375
2017-03-03,207.01927185058594
2017-03-06,206.4027862548828
2017-03-07,205.78631591796875
2017-03-08,205.4042205810547
2017-03-09,205.66477966308594
2017-03-10,206.3854522705078
2017-03-13,206.48965454101562
2017-03-14,205.69944763183594
2017-03-15,207.47952270507812
2017-03-16,207.07142639160156
2017-03-17,206.70777893066406
2017-03-20,206.4810028076172
2017-03-21,203.8298797607422
2017-03-22,204.3095245361328
2017-03-23,204.0915069580078
2017-03-24,203.94325256347656
2017-03-27,203.73397827148438
2017-03-28,205.21649169921875
2017-03-29,205.40834045410156
2017-03-30,206.06236267089844
2017-03-31,205.58279418945312
2017-04-03,205.22523498535156
2017-04-04,205.3560333251953
2017-04-05,204.74559020996094
2017-04-06,205.3211669921875
2017-04-07,205.11187744140625
2017-04-10,205.2339324951172
2017-04-11,204.98974609375
2017-04-12,204.0915069580078
2017-04-13,202.7659454345703
2017-04-14,202.7659454345703
2017-04-17,204.5625
2017-04-18,203.95201110839844
2017-04-19,203.57693481445312
2017-04-20,205.2339324951172
2017-04-21,204.57989501953125
2017-04-24,206.82984924316406
2017-04-25,208.03329467773438
2017-04-26,207.90243530273438
2017-04-27,208.0768585205078
2017-04-28,207.6234588623047
2017-05-01,208.14666748046875
2017-05-02,208.22515869140625
2017-05-03,207.97225952148438
2017-05-04,208.21644592285156
2017-05-05,209.03619384765625
2017-05-08,209.0012969970703
2017-05-09,208.80943298339844
2017-05-10,209.18443298339844
2017-05-11,208.7571563720703
2017-05-12,208.40829467773438
2017-05-15,209.55941772460938
2017-05-16,209.36756896972656
2017-05-17,205.6525421142578
2017-05-18,206.4810028076172
2017-05-19,207.82400512695312
2017-05-22,208.87921142578125
2017-05-23,209.3414306640625
2017-05-24,209.82972717285156
2017-05-25,210.83267211914062
2017-05-26,210.78907775878906
2017-05-29,210.78907775878906
2017-05-30,210.60592651367188
2017-05-31,210.5535888671875
2017-06-01,212.22796630859375
2017-06-02,212.93434143066406
2017-06-05,212.77737426757812
2017-06-06,212.09713745117188
2017-06-07,212.4896240234375
2017-06-08,212.59423828125
2017-06-09,212.2715606689453
2017-06-12,212.22796630859375
2017-06-13,213.26577758789062
2017-06-14,212.9954376220703
2017-06-15,212.5855255126953
2017-06-16,212.63198852539062
2017-06-19,214.4021759033203
2017-06-20,212.95620727539062
2017-06-21,212.90367126464844
2017-06-22,212.8071746826172
2017-06-23,213.06143188476562
2017-06-26,213.2016143798828
2017-06-27,211.48399353027344
2017-06-28,213.37684631347656
2017-06-29,211.50152587890625
2017-06-30,211.89585876464844
2017-07-03,212.2551727294922
2017-07-04,212.2551727294922
2017-07-05,212.7458953857422
2017-07-06,210.80044555664062
2017-07-07,212.16751098632812
2017-07-10,212.39535522460938
2017-07-11,212.2375946044922
2017-07-12,213.83253479003906
2017-07-13,214.19183349609375
2017-07-14,215.1907958984375
2017-07-17,215.16453552246094
2017-07-18,215.27850341796875
2017-07-19,216.4439697265625
2017-07-20,216.54043579101562
2017-07-21,216.34762573242188
2017-07-24,216.29505920410156
2017-07-25,216.82077026367188
2017-07-26,216.82957458496094
2017-07-27,216.62806701660156
2017-07-28,216.37388610839844
2017-07-31,216.251220703125
2017-08-01,216.73318481445312
2017-08-02,216.83834838867188
2017-08-03,216.41769409179688
2017-08-04,216.8120574951172
2017-08-07,217.2151336669922
2017-08-08,216.6806182861328
2017-08-09,216.67181396484375
2017-08-10,213.61346435546875
2017-08-11,213.92892456054688
2017-08-14,216.04965209960938
2017-08-15,216.02337646484375
2017-08-16,216.40023803710938
2017-08-17,213.02633666992188
2017-08-18,212.69332885742188
2017-08-21,212.8598175048828
2017-08-22,215.08572387695312
2017-08-23,214.3144989013672
2017-08-24,213.81500244140625
2017-08-25,214.3144989013672
2017-08-28,214.32325744628906
2017-08-29,214.5686798095703
2017-08-30,215.58518981933594
2017-08-31,216.88218688964844
2017-09-01,217.18890380859375
2017-09-04,217.18890380859375
2017-09-05,215.62904357910156
2017-09-06,216.3651123046875
2017-09-07,216.33885192871094
2017-09-08,216.08468627929688
2017-09-11,218.389404296875
2017-09-12,219.1255340576172
2017-09-13,219.23069763183594
2017-09-14,219.1605987548828
2017-09-15,219.45565795898438
2017-09-18,219.92239379882812
2017-09-19,220.14254760742188
2017-09-20,220.22181701660156
2017-09-21,219.63180541992188
2017-09-22,219.67579650878906
2017-09-25,219.2266387939453
2017-09-26,219.3587646484375
2017-09-27,220.2130126953125
2017-09-28,220.47726440429688
2017-09-29,221.25222778320312
2017-10-02,222.21218872070312
2017-10-03,222.68768310546875
2017-10-04,222.9519500732422
2017-10-05,224.27293395996094
2017-10-06,224.01751708984375
2017-10-09,223.6476593017578
2017-10-10,224.2377471923828
2017-10-11,224.58998107910156
2017-10-12,224.25531005859375
2017-10-13,224.52833557128906
2017-10-16,224.82777404785156
2017-10-17,224.98626708984375
2017-10-18,225.2064208984375
2017-10-19,225.26808166503906
2017-10-20,226.43057250976562
2017-10-23,225.54991149902344
2017-10-24,225.94622802734375
2017-10-25,224.82777404785156
2017-10-26,225.1183624267578
2017-10-27,226.95896911621094
2017-10-30,226.113525390625
2017-10-31,226.4658203125
2017-11-01,226.76524353027344
2017-11-02,226.85328674316406
2017-11-03,227.61073303222656
2017-11-06,227.9629669189453
2017-11-07,227.80445861816406
2017-11-08,228.19190979003906
2017-11-09,227.3641357421875
2017-11-10,227.2936248779297
2017-11-13,227.5050048828125
2017-11-14,226.97662353515625
2017-11-15,225.84054565429688
2017-11-16,227.76039123535156
2017-11-17,227.09103393554688
2017-11-20,227.47860717773438
2017-11-21,228.96694946289062
2017-11-22,228.7644500732422
2017-11-23,228.7644500732422
2017-11-24,229.2927703857422
2017-11-27,229.1782989501953
2017-11-28,231.5032958984375
2017-11-29,231.3623504638672
2017-11-30,233.387939453125
2017-12-01,232.90354919433594
2017-12-04,232.62176513671875
2017-12-05,231.78506469726562
2017-12-06,231.8291473388672
2017-12-07,232.5601348876953
2017-12-08,233.8282470703125
2017-12-11,234.5327911376953
2017-12-12,234.9467315673828
2017-12-13,234.92034912109375
2017-12-14,233.96034240722656
2017-12-15,235.90869140625
2017-12-18,237.4046173095703
2017-12-19,236.4928741455078
2017-12-20,236.36898803710938
2017-12-21,236.85580444335938
2017-12-22,236.79383850097656
2017-12-25,236.79383850097656
2017-12-26,236.51051330566406
2017-12-27,236.62567138671875
2017-12-28,237.1125030517578
2017-12-29,236.21841430664062
2018-01-01,236.21841430664062
2018-01-02,237.9091339111328
2018-01-03,239.4140167236328
2018-01-04,240.42300415039062
2018-01-05,242.02523803710938
2018-01-08,242.46783447265625
2018-01-09,243.01669311523438
2018-01-10,242.64483642578125
2018-01-11,244.415283203125
2018-01-12,246.00852966308594
2018-01-15,246.00852966308594
2018-01-16,245.1675567626953
2018-01-17,247.50448608398438
2018-01-18,247.08843994140625
2018-01-19,248.21261596679688
2018-01-22,250.23086547851562
2018-01-23,250.7620086669922
2018-01-24,250.66455078125
2018-01-25,250.77073669433594
2018-01-26,253.67416381835938
2018-01-29,251.9923553466797
2018-01-30,249.40771484375
2018-01-31,249.53146362304688
2018-02-01,249.2483367919922
2018-02-02,243.82220458984375
2018-02-05,233.62489318847656
2018-02-06,238.22789001464844
2018-02-07,236.93544006347656
2018-02-08,228.04830932617188
2018-02-09,231.47390747070312
2018-02-12,234.873046875
2018-02-13,235.45718383789062
2018-02-14,238.635009765625
2018-02-15,241.67994689941406
2018-02-16,241.75079345703125
2018-02-19,241.75079345703125
2018-02-20,240.23721313476562
2018-02-21,239.0421600341797
2018-02-22,239.3520050048828
2018-02-23,243.16708374023438
2018-02-26,245.99082946777344
2018-02-27,242.91920471191406
2018-02-28,240.45846557617188
2018-03-01,236.9620819091797
2018-03-02,238.18359375
2018-03-05,240.93649291992188
2018-03-06,241.5472412109375
2018-03-07,241.45870971679688
2018-03-08,242.627197265625
2018-03-09,246.84942626953125
2018-03-12,246.53961181640625
2018-03-13,244.9462890625
2018-03-14,243.68942260742188
2018-03-15,243.42379760742188
2018-03-16,243.687744140625
2018-03-19,240.39059448242188
2018-03-20,240.7993927001953
2018-03-21,240.3372802734375
2018-03-22,234.32949829101562
2018-03-23,229.33485412597656
2018-03-26,235.6092529296875
2018-03-27,231.6011199951172
2018-03-28,230.9168243408203
2018-03-29,233.8673553466797
2018-03-30,233.8673553466797
2018-04-02,228.8194122314453
2018-04-03,231.75222778320312
2018-04-04,234.23171997070312
2018-04-05,236.08035278320312
2018-04-06,230.81903076171875
2018-04-09,231.95663452148438
2018-04-10,235.6448211669922
2018-04-11,234.4095001220703
2018-04-12,236.33798217773438
2018-04-13,235.6448211669922
2018-04-16,237.58218383789062
2018-04-17,240.12393188476562
2018-04-18,240.3017578125
2018-04-19,238.9687042236328
2018-04-20,236.9423065185547
2018-04-23,236.9068145751953
2018-04-24,233.71627807617188
2018-04-25,234.29397583007812
2018-04-26,236.6757354736328
2018-04-27,236.89791870117188
2018-04-30,235.0760498046875
2018-05-01,235.4936981201172
2018-05-02,233.91184997558594
2018-05-03,233.39633178710938
2018-05-04,236.41798400878906
2018-05-07,237.2178192138672
2018-05-08,237.2178192138672
2018-05-09,239.5106964111328
2018-05-10,241.7503204345703
2018-05-11,242.48805236816406
2018-05-14,242.6035614013672
2018-05-15,240.93267822265625
2018-05-16,241.94581604003906
2018-05-17,241.74147033691406
2018-05-18,241.1371307373047
2018-05-21,242.9501190185547
2018-05-22,242.27464294433594
2018-05-23,242.9412384033203
2018-05-24,242.443603515625
2018-05-25,241.8658447265625
2018-05-28,241.8658447265625
2018-05-29,239.08412170410156
2018-05-30,242.27464294433594
2018-05-31,240.79051208496094
2018-06-01,243.1545867919922
2018-06-04,244.30984497070312
2018-06-05,244.48756408691406
2018-06-06,246.5316619873047
2018-06-07,246.50503540039062
2018-06-08,247.23377990722656
2018-06-11,247.5625762939453
2018-06-12,247.8825225830078
2018-06-13,247.09156799316406
2018-06-14,247.71368408203125
2018-06-15,247.39768981933594
2018-06-18,246.88885498046875
2018-06-19,245.94253540039062
2018-06-20,246.3621063232422
2018-06-21,244.81768798828125
2018-06-22,245.2640380859375
2018-06-25,241.9253387451172
2018-06-26,242.46092224121094
2018-06-27,240.45233154296875
2018-06-28,241.82711791992188
2018-06-29,242.1752471923828
2018-07-02,242.69305419921875
2018-07-03,241.8359832763672
2018-07-04,241.8359832763672
2018-07-05,243.80886840820312
2018-07-06,245.8710479736328
2018-07-09,248.08502197265625
2018-07-10,248.97779846191406
2018-07-11,247.15652465820312
2018-07-12,249.39730834960938
2018-07-13,249.59378051757812
2018-07-16,249.3705596923828
2018-07-17,250.3793182373047
2018-07-18,250.90603637695312
2018-07-19,249.9597625732422
2018-07-20,249.67404174804688
2018-07-23,250.13833618164062
2018-07-24,251.3969268798828
2018-07-25,253.53952026367188
2018-07-26,252.94142150878906
2018-07-27,251.2274169921875
2018-07-30,249.9151611328125
2018-07-31,251.14698791503906
2018-08-01,250.7274932861328
2018-08-02,252.0933837890625
2018-08-03,253.1734619140625
